"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
51,35,1.81166e+00,4.45931e+00,3.86053e+00,3.84747e-02,-2.56275e-02,2.24353e-01,4.92717e+00,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,4.12008e+03,1.00000e-300
46,36,1.80647e+00,4.68304e+00,4.15651e+00,3.91087e-02,-6.37857e-03,1.64721e-01,4.98743e+00,1.86000e+02,0.00000e+00,0.00000e+00,2.29853e+00,-4.82643e+00,5.01359e+00,4.54872e-02,6.31358e+03,1.00000e-300
126,18,1.98013e+00,3.51463e+00,2.93773e+00,4.05411e-02,-6.33983e-01,2.11774e+00,3.03585e+00,5.06000e+02,0.00000e+00,0.00000e+00,2.41434e+00,-2.49501e+00,4.31276e+00,6.74524e-01,1.60069e+03,1.00000e-300
62,33,1.82504e+00,4.23254e+00,3.58921e+00,4.06200e-02,-7.36143e-02,3.73407e-01,4.78026e+00,2.50000e+02,0.00000e+00,0.00000e+00,2.31209e+00,-4.52007e+00,4.76952e+00,1.14234e-01,2.96423e+03,1.00000e-300
91,27,1.87628e+00,3.86666e+00,3.21664e+00,4.16456e-02,-2.66840e-01,9.62195e-01,4.19250e+00,1.83000e+02,0.00000e+00,0.00000e+00,2.34808e+00,-3.75203e+00,4.53038e+00,3.08485e-01,2.01979e+03,1.00000e-300
82,29,1.85764e+00,3.96605e+00,3.30963e+00,4.20081e-02,-1.96220e-01,7.46527e-01,4.40853e+00,3.30000e+02,0.00000e+00,0.00000e+00,2.33525e+00,-4.01864e+00,4.59504e+00,2.38229e-01,2.20697e+03,1.00000e-300
152,10,2.11122e+00,3.23446e+00,2.77203e+00,4.31390e-02,-1.00874e+00,3.35449e+00,1.80170e+00,6.10000e+02,0.00000e+00,0.00000e+00,2.48426e+00,-1.36538e+00,4.16635e+00,1.05188e+00,1.43803e+03,1.00000e-300
155,9,2.13186e+00,3.19748e+00,2.75385e+00,4.36788e-02,-1.05810e+00,3.52191e+00,1.63482e+00,3.11000e+02,0.00000e+00,0.00000e+00,2.49375e+00,-1.22614e+00,4.14969e+00,1.10177e+00,1.42388e+03,1.00000e-300
57,34,1.81842e+00,4.33618e+00,3.71029e+00,4.39031e-02,-4.59871e-02,2.99304e-01,4.85765e+00,1.15000e+02,0.00000e+00,0.00000e+00,2.30740e+00,-4.62506e+00,4.82633e+00,8.98902e-02,3.41816e+03,1.00000e-300
149,11,2.09193e+00,3.27087e+00,2.79087e+00,4.45842e-02,-9.58768e-01,3.19187e+00,1.96576e+00,2.99000e+02,0.00000e+00,0.00000e+00,2.47510e+00,-1.50293e+00,4.18302e+00,1.00335e+00,1.45368e+03,1.00000e-300
119,20,1.95419e+00,3.58664e+00,2.98855e+00,4.47431e-02,-5.44153e-01,1.84203e+00,3.31576e+00,2.39000e+02,0.00000e+00,0.00000e+00,2.39879e+00,-2.77258e+00,4.35358e+00,5.88897e-01,1.66350e+03,1.00000e-300
47,36,1.80724e+00,4.72346e+00,4.21676e+00,4.49608e-02,-4.03544e-03,1.70573e-01,4.98743e+00,9.50000e+01,0.00000e+00,0.00000e+00,2.29925e+00,-4.80983e+00,4.98866e+00,4.89962e-02,7.04166e+03,1.00000e-300
133,16,2.00880e+00,3.44583e+00,2.89264e+00,4.52481e-02,-7.21488e-01,2.41409e+00,2.74421e+00,2.67000e+02,0.00000e+00,0.00000e+00,2.43118e+00,-2.20554e+00,4.27272e+00,7.66736e-01,1.55095e+03,1.00000e-300
52,35,1.81247e+00,4.47784e+00,3.88635e+00,4.62275e-02,-2.19135e-02,2.32105e-01,4.92717e+00,2.10000e+02,0.00000e+00,0.00000e+00,2.30312e+00,-4.72168e+00,4.89505e+00,6.81409e-02,4.27744e+03,1.00000e-300
158,8,2.15404e+00,3.15970e+00,2.73625e+00,4.62947e-02,-1.10675e+00,3.69425e+00,1.46509e+00,6.34000e+02,0.00000e+00,0.00000e+00,2.50357e+00,-1.08529e+00,4.13302e+00,1.15305e+00,1.41110e+03,1.00000e-300
172,3,2.29916e+00,2.93747e+00,2.65052e+00,4.66639e-02,-1.36458e+00,4.58724e+00,5.72467e-01,6.90000e+02,0.00000e+00,0.00000e+00,2.55422e+00,-4.08611e-01,4.05480e+00,1.41124e+00,1.35716e+03,1.00000e-300
146,12,2.07381e+00,3.30696e+00,2.81043e+00,4.79211e-02,-9.08242e-01,3.03394e+00,2.12702e+00,5.86000e+02,0.00000e+00,0.00000e+00,2.46624e+00,-1.63874e+00,4.19972e+00,9.56163e-01,1.47099e+03,1.00000e-300
87,28,1.86732e+00,3.91795e+00,3.26431e+00,4.95965e-02,-2.26520e-01,8.59925e-01,4.30272e+00,1.75000e+02,0.00000e+00,0.00000e+00,2.34218e+00,-3.87356e+00,4.55844e+00,2.76117e-01,2.11440e+03,1.00000e-300
68,32,1.83329e+00,4.15968e+00,3.50938e+00,5.02830e-02,-9.66255e-02,4.67336e-01,4.69599e+00,2.74000e+02,0.00000e+00,0.00000e+00,2.31829e+00,-4.38318e+00,4.71057e+00,1.46908e-01,2.71767e+03,1.00000e-300
73,31,1.84120e+00,4.08909e+00,3.43405e+00,5.05571e-02,-1.26511e-01,5.58018e-01,4.60558e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,2.50714e+03,1.00000e-300
48,36,1.80804e+00,4.77770e+00,4.29755e+00,5.06738e-02,-1.93988e-03,1.76286e-01,4.98743e+00,1.94000e+02,0.00000e+00,0.00000e+00,2.29999e+00,-4.79288e+00,4.96654e+00,5.26137e-02,8.32323e+03,1.00000e-300
161,7,2.17805e+00,3.12077e+00,2.71917e+00,5.10741e-02,-1.15465e+00,3.87163e+00,1.29249e+00,3.23000e+02,0.00000e+00,0.00000e+00,2.51373e+00,-9.42884e-01,4.11634e+00,1.20573e+00,1.39961e+03,1.00000e-300
104,24,1.90780e+00,3.74046e+00,3.10807e+00,5.15416e-02,-3.75150e-01,1.32673e+00,3.83786e+00,4.18000e+02,0.00000e+00,0.00000e+00,2.36948e+00,-3.32448e+00,4.44486e+00,4.26691e-01,1.83517e+03,1.00000e-300
63,33,1.82599e+00,4.24407e+00,3.60374e+00,5.15541e-02,-6.78622e-02,3.84341e-01,4.78026e+00,1.27000e+02,0.00000e+00,0.00000e+00,2.31308e+00,-4.49808e+00,4.75912e+00,1.19416e-01,3.02121e+03,1.00000e-300
180,0,2.47809e+00,2.71432e+00,2.60066e+00,5.22589e-02,-1.52116e+00,5.16531e+00,0.00000e+00,7.22000e+02,0.00000e+00,0.00000e+00,2.58721e+00,-9.63184e-03,4.00933e+00,1.57341e+00,1.33334e+03,1.00000e-300
100,25,1.89721e+00,3.78213e+00,3.14303e+00,5.26679e-02,-3.35496e-01,1.20586e+00,3.95985e+00,4.02000e+02,0.00000e+00,0.00000e+00,2.36252e+00,-3.46123e+00,4.47039e+00,3.88164e-01,1.89208e+03,1.00000e-300
108,23,1.91895e+00,3.70103e+00,3.07613e+00,5.28025e-02,-4.14376e-01,1.45354e+00,3.71231e+00,4.34000e+02,0.00000e+00,0.00000e+00,2.37679e+00,-3.18325e+00,4.41989e+00,4.67179e-01,1.78635e+03,1.00000e-300
143,13,2.05675e+00,3.34291e+00,2.83081e+00,5.30526e-02,-8.57245e-01,2.88059e+00,2.28551e+00,2.87000e+02,0.00000e+00,0.00000e+00,2.45769e+00,-1.77273e+00,4.21646e+00,9.10298e-01,1.49011e+03,1.00000e-300
78,30,1.84973e+00,4.02811e+00,3.37166e+00,5.31623e-02,-1.56779e-01,6.56599e-01,4.50961e+00,3.14000e+02,0.00000e+00,0.00000e+00,2.33004e+00,-4.12913e+00,4.62579e+00,2.09942e-01,2.35157e+03,1.00000e-300
58,34,1.81931e+00,4.35039e+00,3.72912e+00,5.33149e-02,-4.12361e-02,3.08715e-01,4.85765e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,3.50719e+03,1.00000e-300
53,35,1.81330e+00,4.49836e+00,3.91533e+00,5.40023e-02,-1.82813e-02,2.39880e-01,4.92717e+00,1.07000e+02,0.00000e+00,0.00000e+00,2.30394e+00,-4.70303e+00,4.87995e+00,7.22836e-02,4.46511e+03,1.00000e-300
96,26,1.88716e+00,3.82649e+00,3.18158e+00,5.59343e-02,-2.95632e-01,1.09085e+00,4.07813e+00,3.86000e+02,0.00000e+00,0.00000e+00,2.35590e+00,-3.59340e+00,4.49658e+00,3.51567e-01,1.95914e+03,1.00000e-300
49,36,1.80887e+00,4.87215e+00,4.42204e+00,5.60774e-02,-2.60477e-04,1.81690e-01,4.98743e+00,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,1.27506e+04,1.00000e-300
123,19,1.96777e+00,3.55320e+00,2.96512e+00,5.62935e-02,-5.80738e-01,1.99204e+00,3.17730e+00,2.47000e+02,0.00000e+00,0.00000e+00,2.40752e+00,-2.61546e+00,4.33014e+00,6.37032e-01,1.63571e+03,1.00000e-300
112,22,1.93068e+00,3.66349e+00,3.04675e+00,5.66704e-02,-4.52989e-01,1.58635e+00,3.58337e+00,4.50000e+02,0.00000e+00,0.00000e+00,2.38447e+00,-3.03764e+00,4.39541e+00,5.09659e-01,1.74411e+03,1.00000e-300
130,17,1.99510e+00,3.48288e+00,2.91719e+00,5.75779e-02,-6.68820e-01,2.27916e+00,2.89147e+00,5.22000e+02,0.00000e+00,0.00000e+00,2.42380e+00,-2.33101e+00,4.28980e+00,7.26397e-01,1.57944e+03,1.00000e-300
164,6,2.20423e+00,3.08030e+00,2.70255e+00,5.81039e-02,-1.20172e+00,4.05417e+00,1.11698e+00,6.58000e+02,0.00000e+00,0.00000e+00,2.52426e+00,-7.98998e-01,4.09963e+00,1.25983e+00,1.38931e+03,1.00000e-300
83,29,1.85886e+00,3.97423e+00,3.31867e+00,5.87153e-02,-1.86864e-01,7.63234e-01,4.40853e+00,1.67000e+02,0.00000e+00,0.00000e+00,2.33660e+00,-3.99024e+00,4.58757e+00,2.45580e-01,2.23172e+03,1.00000e-300
140,14,2.04062e+00,3.37890e+00,2.85209e+00,5.98772e-02,-8.05860e-01,2.73172e+00,2.44120e+00,5.62000e+02,0.00000e+00,0.00000e+00,2.44942e+00,-1.90486e+00,4.23325e+00,8.65737e-01,1.51127e+03,1.00000e-300
92,27,1.87763e+00,3.87413e+00,3.22450e+00,6.10593e-02,-2.55808e-01,9.81608e-01,4.19250e+00,3.70000e+02,0.00000e+00,0.00000e+00,2.34960e+00,-3.72089e+00,4.52352e+00,3.16867e-01,2.03925e+03,1.00000e-300
54,35,1.81416e+00,4.52138e+00,3.94836e+00,6.17796e-02,-1.47503e-02,2.47657e-01,4.92717e+00,2.18000e+02,0.00000e+00,0.00000e+00,2.30478e+00,-4.68404e+00,4.86562e+00,7.65299e-02,4.69483e+03,1.00000e-300
175,2,2.34290e+00,2.88150e+00,2.63520e+00,6.24838e-02,-1.40829e+00,4.79071e+00,3.84816e-01,3.51000e+02,0.00000e+00,0.00000e+00,2.56622e+00,-2.59921e-01,4.03784e+00,1.47077e+00,1.35096e+03,1.00000e-300
64,33,1.82695e+00,4.25628e+00,3.61928e+00,6.25649e-02,-6.21386e-02,3.95352e-01,4.78026e+00,2.58000e+02,0.00000e+00,0.00000e+00,2.31409e+00,-4.47575e+00,4.74897e+00,1.24703e-01,3.08382e+03,1.00000e-300
59,34,1.82022e+00,4.36568e+00,3.74963e+00,6.27796e-02,-3.65359e-02,3.18180e-01,4.85765e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,3.60799e+03,1.00000e-300
69,32,1.83432e+00,4.17024e+00,3.52228e+00,6.27801e-02,-8.99455e-02,4.79833e-01,4.69599e+00,1.39000e+02,0.00000e+00,0.00000e+00,2.31939e+00,-4.35922e+00,4.70145e+00,1.52726e-01,2.76308e+03,1.00000e-300
116,21,1.94302e+00,3.62753e+00,3.01958e+00,6.33412e-02,-4.90825e-01,1.72524e+00,3.45115e+00,4.66000e+02,0.00000e+00,0.00000e+00,2.39251e+00,-2.88775e+00,4.37137e+00,5.54166e-01,1.70735e+03,1.00000e-300
74,31,1.84230e+00,4.09866e+00,3.44533e+00,6.45097e-02,-1.18914e-01,5.71971e-01,4.60558e+00,2.98000e+02,0.00000e+00,0.00000e+00,2.32512e+00,-4.23459e+00,4.65815e+00,1.83424e-01,2.54309e+03,1.00000e-300
167,5,2.23312e+00,3.03773e+00,2.68634e+00,6.74700e-02,-1.24791e+00,4.24202e+00,9.38498e-01,3.35000e+02,0.00000e+00,0.00000e+00,2.53516e+00,-6.53702e-01,4.08287e+00,1.31538e+00,1.38013e+03,1.00000e-300
88,28,1.86861e+00,3.92585e+00,3.27284e+00,6.77185e-02,-2.16318e-01,8.78047e-01,4.30272e+00,3.54000e+02,0.00000e+00,0.00000e+00,2.34363e+00,-3.84363e+00,4.55133e+00,2.84036e-01,2.13667e+03,1.00000e-300
137,15,2.02536e+00,3.41512e+00,2.87439e+00,6.82875e-02,-7.54175e-01,2.58723e+00,2.59411e+00,2.75000e+02,0.00000e+00,0.00000e+00,2.44142e+00,-2.03505e+00,4.25011e+00,8.22463e-01,1.53471e+03,1.00000e-300
79,30,1.85089e+00,4.03703e+00,3.38186e+00,6.85525e-02,-1.48294e-01,6.71989e-01,4.50961e+00,1.59000e+02,0.00000e+00,0.00000e+00,2.33131e+00,-4.10198e+00,4.61796e+00,2.16846e-01,2.38168e+03,1.00000e-300
55,35,1.81504e+00,4.54767e+00,3.98676e+00,6.95329e-02,-1.13469e-02,2.55411e-01,4.92717e+00,1.11000e+02,0.00000e+00,0.00000e+00,2.30564e+00,-4.66472e+00,4.85196e+00,8.08798e-02,4.98641e+03,1.00000e-300
127,18,1.98206e+00,3.52067e+00,2.94318e+00,7.11362e-02,-6.16153e-01,2.14833e+00,3.03585e+00,2.55000e+02,0.00000e+00,0.00000e+00,2.41666e+00,-2.45437e+00,4.30700e+00,6.87289e-01,1.61126e+03,1.00000e-300
60,34,1.82115e+00,4.38225e+00,3.77211e+00,7.22837e-02,-3.19004e-02,3.27684e-01,4.85765e+00,2.42000e+02,0.00000e+00,0.00000e+00,2.31016e+00,-4.56307e+00,4.79120e+00,1.04184e-01,3.72346e+03,1.00000e-300
120,20,1.95599e+00,3.59291e+00,2.99434e+00,7.29923e-02,-5.27741e-01,1.87028e+00,3.31576e+00,4.82000e+02,0.00000e+00,0.00000e+00,2.40094e+00,-2.73368e+00,4.34769e+00,6.00733e-01,1.67519e+03,1.00000e-300
65,33,1.82794e+00,4.26925e+00,3.63596e+00,7.36427e-02,-5.64532e-02,4.06430e-01,4.78026e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,3.15308e+03,1.00000e-300
101,25,1.89869e+00,3.78922e+00,3.15019e+00,7.47602e-02,-3.22854e-01,1.22795e+00,3.95985e+00,2.03000e+02,0.00000e+00,0.00000e+00,2.36423e+00,-3.42747e+00,4.46395e+00,3.97614e-01,1.90861e+03,1.00000e-300
105,24,1.90934e+00,3.74734e+00,3.11489e+00,7.49031e-02,-3.61725e-01,1.35009e+00,3.83786e+00,2.11000e+02,0.00000e+00,0.00000e+00,2.37128e+00,-3.28959e+00,4.43857e+00,4.36628e-01,1.85038e+03,1.00000e-300
70,32,1.83537e+00,4.18136e+00,3.53596e+00,7.53600e-02,-8.32897e-02,4.92413e-01,4.69599e+00,2.82000e+02,0.00000e+00,0.00000e+00,2.32050e+00,-4.33494e+00,4.69250e+00,1.58650e-01,2.81243e+03,1.00000e-300
84,29,1.86009e+00,3.98271e+00,3.32811e+00,7.55314e-02,-1.77512e-01,7.80050e-01,4.40853e+00,3.38000e+02,0.00000e+00,0.00000e+00,2.33796e+00,-3.96153e+00,4.58018e+00,2.53044e-01,2.25795e+03,1.00000e-300
97,26,1.88858e+00,3.83385e+00,3.18918e+00,7.67502e-02,-2.83787e-01,1.11166e+00,4.07813e+00,1.95000e+02,0.00000e+00,0.00000e+00,2.35752e+00,-3.56079e+00,4.48997e+00,3.60537e-01,1.97736e+03,1.00000e-300
56,35,1.81594e+00,4.57851e+00,4.03276e+00,7.72280e-02,-8.10521e-03,2.63106e-01,4.92717e+00,2.26000e+02,0.00000e+00,0.00000e+00,2.30651e+00,-4.64506e+00,4.83889e+00,8.53332e-02,5.37717e+03,1.00000e-300
109,23,1.92056e+00,3.70775e+00,3.08266e+00,7.74267e-02,-4.00184e-01,1.47816e+00,3.71231e+00,2.19000e+02,0.00000e+00,0.00000e+00,2.37868e+00,-3.14726e+00,4.41373e+00,4.77611e-01,1.80051e+03,1.00000e-300
134,16,2.01087e+00,3.45172e+00,2.89783e+00,7.81704e-02,-7.02288e-01,2.44701e+00,2.74421e+00,5.38000e+02,0.00000e+00,0.00000e+00,2.43370e+00,-2.16326e+00,4.26705e+00,7.80458e-01,1.56074e+03,1.00000e-300
75,31,1.84341e+00,4.10867e+00,3.45721e+00,7.85554e-02,-1.11334e-01,5.86017e-01,4.60558e+00,1.51000e+02,0.00000e+00,0.00000e+00,2.32633e+00,-4.20870e+00,4.64989e+00,1.89889e-01,2.58174e+03,1.00000e-300
170,4,2.26547e+00,2.99225e+00,2.67048e+00,7.92575e-02,-1.29314e+00,4.43529e+00,7.57012e-01,6.82000e+02,0.00000e+00,0.00000e+00,2.54646e+00,-5.07070e-01,4.06605e+00,1.37240e+00,1.37201e+03,1.00000e-300
93,27,1.87899e+00,3.88185e+00,3.23266e+00,8.05897e-02,-2.44776e-01,1.00114e+00,4.19250e+00,1.87000e+02,0.00000e+00,0.00000e+00,2.35114e+00,-3.68946e+00,4.51671e+00,3.25366e-01,2.05971e+03,1.00000e-300
178,1,2.39830e+00,2.81429e+00,2.62006e+00,8.09848e-02,-1.45085e+00,5.00002e+00,1.94009e-01,7.14000e+02,0.00000e+00,0.00000e+00,2.57866e+00,-1.10100e-01,4.02077e+00,1.53184e+00,1.34569e+03,1.00000e-300
61,34,1.82210e+00,4.40032e+00,3.79699e+00,8.18126e-02,-2.73443e-02,3.37213e-01,4.85765e+00,1.23000e+02,0.00000e+00,0.00000e+00,2.31112e+00,-4.54174e+00,4.78021e+00,1.09157e-01,3.85771e+03,1.00000e-300
113,22,1.93236e+00,3.67007e+00,3.05305e+00,8.25514e-02,-4.38043e-01,1.61223e+00,3.58337e+00,2.27000e+02,0.00000e+00,0.00000e+00,2.38644e+00,-3.00056e+00,4.38936e+00,5.20595e-01,1.75744e+03,1.00000e-300
153,10,2.11377e+00,3.23997e+00,2.77668e+00,8.26804e-02,-9.85681e-01,3.39403e+00,1.80170e+00,3.07000e+02,0.00000e+00,0.00000e+00,2.48739e+00,-1.31915e+00,4.16079e+00,1.06836e+00,1.44628e+03,1.00000e-300
150,11,2.09439e+00,3.27644e+00,2.79558e+00,8.30529e-02,-9.36326e-01,3.23034e+00,1.96576e+00,6.02000e+02,0.00000e+00,0.00000e+00,2.47812e+00,-1.45727e+00,4.17746e+00,1.01938e+00,1.46212e+03,1.00000e-300
80,30,1.85207e+00,4.04632e+00,3.39255e+00,8.40420e-02,-1.39820e-01,6.87479e-01,4.50961e+00,3.22000e+02,0.00000e+00,0.00000e+00,2.33261e+00,-4.07451e+00,4.61023e+00,2.23862e-01,2.41382e+03,1.00000e-300
156,9,2.13450e+00,3.20295e+00,2.75843e+00,8.42907e-02,-1.03442e+00,3.56252e+00,1.63482e+00,6.26000e+02,0.00000e+00,0.00000e+00,2.49698e+00,-1.17937e+00,4.14413e+00,1.11871e+00,1.43198e+03,1.00000e-300
66,33,1.82895e+00,4.28308e+00,3.65394e+00,8.47773e-02,-5.08167e-02,4.17564e-01,4.78026e+00,2.66000e+02,0.00000e+00,0.00000e+00,2.31616e+00,-4.43012e+00,4.72936e+00,1.35594e-01,3.23027e+03,1.00000e-300
57,35,1.81687e+00,4.61631e+00,4.09044e+00,8.48135e-02,-5.07673e-03,2.70691e-01,4.92717e+00,1.15000e+02,0.00000e+00,0.00000e+00,2.30740e+00,-4.62506e+00,4.82633e+00,8.98902e-02,5.95074e+03,1.00000e-300
147,12,2.07619e+00,3.31259e+00,2.81523e+00,8.53144e-02,-8.86431e-01,3.07134e+00,2.12702e+00,2.95000e+02,0.00000e+00,0.00000e+00,2.46916e+00,-1.59367e+00,4.19415e+00,9.71745e-01,1.47964e+03,1.00000e-300
124,19,1.96965e+00,3.55940e+00,2.97079e+00,8.57841e-02,-5.63612e-01,2.02153e+00,3.17730e+00,4.98000e+02,0.00000e+00,0.00000e+00,2.40977e+00,-2.57556e+00,4.32433e+00,6.49396e-01,1.64697e+03,1.00000e-300
89,28,1.86992e+00,3.93402e+00,3.28172e+00,8.59517e-02,-2.06119e-01,8.96280e-01,4.30272e+00,1.79000e+02,0.00000e+00,0.00000e+00,2.34509e+00,-3.81340e+00,4.54429e+00,2.92070e-01,2.16017e+03,1.00000e-300
159,8,2.15678e+00,3.16511e+00,2.74079e+00,8.79744e-02,-1.08248e+00,3.73593e+00,1.46509e+00,3.19000e+02,0.00000e+00,0.00000e+00,2.50692e+00,-1.03799e+00,4.12746e+00,1.17045e+00,1.41910e+03,1.00000e-300
71,32,1.83644e+00,4.19308e+00,3.55053e+00,8.80146e-02,-7.66667e-02,5.05068e-01,4.69599e+00,1.43000e+02,0.00000e+00,0.00000e+00,2.32163e+00,-4.31033e+00,4.68370e+00,1.64681e-01,2.86631e+03,1.00000e-300
144,13,2.05905e+00,3.34862e+00,2.83570e+00,8.93670e-02,-8.36073e-01,2.91691e+00,2.28551e+00,5.78000e+02,0.00000e+00,0.00000e+00,2.46051e+00,-1.72827e+00,4.21087e+00,9.25440e-01,1.49904e+03,1.00000e-300
131,17,1.99711e+00,3.48890e+00,2.92256e+00,8.94054e-02,-6.50301e-01,2.31099e+00,2.89147e+00,2.63000e+02,0.00000e+00,0.00000e+00,2.42623e+00,-2.28942e+00,4.28409e+00,7.39706e-01,1.58974e+03,1.00000e-300
117,21,1.94477e+00,3.63401e+00,3.02569e+00,9.04737e-02,-4.75140e-01,1.75237e+00,3.45115e+00,2.35000e+02,0.00000e+00,0.00000e+00,2.39458e+00,-2.84962e+00,4.36541e+00,5.65613e-01,1.72000e+03,1.00000e-300
62,34,1.82308e+00,4.42023e+00,3.82482e+00,9.13477e-02,-2.28866e-02,3.46748e-01,4.85765e+00,2.50000e+02,0.00000e+00,0.00000e+00,2.31209e+00,-4.52007e+00,4.76952e+00,1.14234e-01,4.01675e+03,1.00000e-300
58,35,1.81784e+00,4.66687e+00,4.16859e+00,9.22006e-02,-2.35035e-03,2.78078e-01,4.92717e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,6.96880e+03,1.00000e-300
85,29,1.86135e+00,3.99151e+00,3.33796e+00,9.24509e-02,-1.68170e-01,7.96969e-01,4.40853e+00,1.71000e+02,0.00000e+00,0.00000e+00,2.33935e+00,-3.93251e+00,4.57286e+00,2.60621e-01,2.28579e+03,1.00000e-300
76,31,1.84455e+00,4.11915e+00,3.46975e+00,9.26865e-02,-1.03777e-01,6.00148e-01,4.60558e+00,3.06000e+02,0.00000e+00,0.00000e+00,2.32755e+00,-4.18249e+00,4.64175e+00,1.96463e-01,2.62343e+03,1.00000e-300
173,3,2.30251e+00,2.94261e+00,2.65492e+00,9.35524e-02,-1.33736e+00,4.63413e+00,5.72467e-01,3.47000e+02,0.00000e+00,0.00000e+00,2.55817e+00,-3.59178e-01,4.04915e+00,1.43091e+00,1.36491e+03,1.00000e-300
162,7,2.18089e+00,3.12615e+00,2.72367e+00,9.38204e-02,-1.12978e+00,3.91437e+00,1.29249e+00,6.50000e+02,0.00000e+00,0.00000e+00,2.51720e+00,-8.95083e-01,4.11078e+00,1.22360e+00,1.40752e+03,1.00000e-300
141,14,2.04286e+00,3.38469e+00,2.85710e+00,9.51092e-02,-7.85338e-01,2.76695e+00,2.44120e+00,2.83000e+02,0.00000e+00,0.00000e+00,2.45214e+00,-1.86103e+00,4.22764e+00,8.80447e-01,1.52051e+03,1.00000e-300
67,33,1.82998e+00,4.29791e+00,3.67343e+00,9.59571e-02,-4.52410e-02,4.28744e-01,4.78026e+00,1.35000e+02,0.00000e+00,0.00000e+00,2.31722e+00,-4.40681e+00,4.71987e+00,1.41198e-01,3.31708e+03,1.00000e-300
102,25,1.90020e+00,3.79651e+00,3.15760e+00,9.69729e-02,-3.10212e-01,1.25016e+00,3.95985e+00,4.10000e+02,0.00000e+00,0.00000e+00,2.36596e+00,-3.39342e+00,4.45755e+00,4.07185e-01,1.92588e+03,1.00000e-300
98,26,1.89002e+00,3.84143e+00,3.19705e+00,9.76828e-02,-2.71944e-01,1.13260e+00,4.07813e+00,3.94000e+02,0.00000e+00,0.00000e+00,2.35917e+00,-3.52789e+00,4.48340e+00,3.69626e-01,1.99647e+03,1.00000e-300
106,24,1.91091e+00,3.75440e+00,3.12191e+00,9.83871e-02,-3.48301e-01,1.37358e+00,3.83786e+00,4.26000e+02,0.00000e+00,0.00000e+00,2.37309e+00,-3.25442e+00,4.43231e+00,4.46688e-01,1.86624e+03,1.00000e-300
59,35,1.81884e+00,4.75930e+00,4.29505e+00,9.91392e-02,-1.76313e-04,2.85017e-01,4.92717e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,1.16824e+04,1.00000e-300
81,30,1.85328e+00,4.05600e+00,3.40377e+00,9.96246e-02,-1.31365e-01,7.03061e-01,4.50961e+00,1.63000e+02,0.00000e+00,0.00000e+00,2.33392e+00,-4.04673e+00,4.60259e+00,2.30989e-01,2.44822e+03,1.00000e-300
94,27,1.88038e+00,3.88981e+00,3.24113e+00,1.00232e-01,-2.33749e-01,1.02078e+00,4.19250e+00,3.78000e+02,0.00000e+00,0.00000e+00,2.35271e+00,-3.65773e+00,4.50995e+00,3.33981e-01,2.08124e+03,1.00000e-300
72,32,1.83753e+00,4.20548e+00,3.56609e+00,1.00735e-01,-7.00860e-02,5.17788e-01,4.69599e+00,2.90000e+02,0.00000e+00,0.00000e+00,2.32278e+00,-4.28540e+00,4.67505e+00,1.70820e-01,2.92548e+03,1.00000e-300
63,34,1.82407e+00,4.44242e+00,3.85642e+00,1.00867e-01,-1.85495e-02,3.56267e-01,4.85765e+00,1.27000e+02,0.00000e+00,0.00000e+00,2.31308e+00,-4.49808e+00,4.75912e+00,1.19416e-01,4.20995e+03,1.00000e-300
121,20,1.95782e+00,3.59931e+00,3.00028e+00,1.01371e-01,-5.11330e-01,1.89866e+00,3.31576e+00,2.43000e+02,0.00000e+00,0.00000e+00,2.40311e+00,-2.69453e+00,4.34182e+00,6.12701e-01,1.68729e+03,1.00000e-300
128,18,1.98402e+00,3.52684e+00,2.94874e+00,1.01863e-01,-5.98326e-01,2.17906e+00,3.03585e+00,5.14000e+02,0.00000e+00,0.00000e+00,2.41901e+00,-2.41349e+00,4.30125e+00,7.00190e-01,1.62217e+03,1.00000e-300
165,6,2.20719e+00,3.08564e+00,2.70703e+00,1.01916e-01,-1.17627e+00,4.09799e+00,1.11698e+00,3.31000e+02,0.00000e+00,0.00000e+00,2.52785e+00,-7.50719e-01,4.09405e+00,1.27818e+00,1.39717e+03,1.00000e-300
